customer_id,churn_score,risk_band,segment_name,top_reason_1,top_reason_2,top_reason_3,explanation_summary,best_channel,channel_confidence,chosen_action,action_priority,action_note,execution_channel
714885258,0.010503814760960632,low_risk,at_risk_mid_tier,low_account_activity,young_flight_risk,low_product_usage,"Risk driven by low account activity, young flight risk, and low product usage.",SMS,0.7694687036091257,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
709967358,0.059092676939803704,low_risk,at_risk_mid_tier,active_but_leaving,low_product_usage,Gender_issue,"Risk driven by active but leaving, low product usage, and Gender issue.",SMS,0.8355594271011652,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
753327333,0.028164489368633396,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,low_product_usage,"Risk driven by declining balance, active but leaving, and low product usage.",SMS,0.8072260369515034,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
806160108,0.3240229573914889,medium_risk,at_risk_mid_tier,high_balance_risk,high_product_risk,balance_per_product_issue,"Risk driven by high balance risk, high product risk, and balance per product issue.",SMS,0.6286732682446914,EMAIL_NUDGE,8,General medium risk nudge,SMS
709327383,0.017634431815375468,low_risk,at_risk_mid_tier,low_account_activity,low_product_usage,young_flight_risk,"Risk driven by low account activity, low product usage, and young flight risk.",SMS,0.7690441768237037,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
806165208,0.020232918409908644,low_risk,at_risk_mid_tier,declining_balance,low_product_usage,active_but_leaving,"Risk driven by declining balance, low product usage, and active but leaving.",SMS,0.8461321545105323,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
708508758,0.7606274817258235,critical_risk,dormant_low_value,high_balance_risk,high_product_risk,active_but_leaving,"Risk driven by high balance risk, high product risk, and active but leaving.",SMS,0.49967914084867204,RM_CALLBACK,1,Critical risk catch-all escalation,SMS
784725333,0.05922381254927715,low_risk,at_risk_mid_tier,low_product_usage,tenure_aging_risk,declining_balance,"Risk driven by low product usage, tenure aging risk, and declining balance.",SMS,0.679591795555597,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
811604133,0.06518380463828384,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,balance_per_product_issue,"Risk driven by declining balance, active but leaving, and balance per product issue.",SMS,0.8430865604414833,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
789124683,0.31291308079991503,medium_risk,dormant_low_value,high_balance_risk,balance_per_product_issue,low_product_usage,"Risk driven by high balance risk, balance per product issue, and low product usage.",SMS,0.44952820481692823,EMAIL_NUDGE,8,Low-cost reactivation email nudge,email
771071958,0.004422738969132855,low_risk,at_risk_mid_tier,low_account_activity,declining_balance,low_product_usage,"Risk driven by low account activity, declining balance, and low product usage.",SMS,0.8072260369515034,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
720466383,0.0026551730548592836,low_risk,at_risk_mid_tier,low_account_activity,declining_balance,low_product_usage,"Risk driven by low account activity, declining balance, and low product usage.",SMS,0.5907018613016447,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
804424383,0.046771534847981994,low_risk,at_risk_mid_tier,active_but_leaving,young_flight_risk,declining_balance,"Risk driven by active but leaving, young flight risk, and declining balance.",SMS,0.5560785981530768,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
718813833,0.37268269203583015,medium_risk,dormant_low_value,high_balance_risk,active_but_leaving,balance_per_product_issue,"Risk driven by high balance risk, active but leaving, and balance per product issue.",SMS,0.6728662233954046,EMAIL_NUDGE,8,Low-cost reactivation email nudge,email
806624208,0.09781025772700026,low_risk,at_risk_mid_tier,active_but_leaving,declining_balance,low_product_usage,"Risk driven by active but leaving, declining balance, and low product usage.",SMS,0.8430865604414833,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
778348233,0.023100066136706825,low_risk,at_risk_mid_tier,declining_balance,high_product_risk,Gender_issue,"Risk driven by declining balance, high product risk, and Gender issue.",SMS,0.7379633633146703,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
712991808,0.13460015335976197,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,high_product_risk,"Risk driven by declining balance, active but leaving, and high product risk.",SMS,0.7185762159621383,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
709029408,0.03766868345765353,low_risk,at_risk_mid_tier,low_account_activity,high_balance_risk,low_product_usage,"Risk driven by low account activity, high balance risk, and low product usage.",SMS,0.8107811602614095,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
788658483,0.016702957738349903,low_risk,at_risk_mid_tier,declining_balance,balance_per_product_issue,low_product_usage,"Risk driven by declining balance, balance per product issue, and low product usage.",SMS,0.7185762159621383,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
787937058,0.007510181232293286,low_risk,at_risk_mid_tier,declining_balance,low_product_usage,young_flight_risk,"Risk driven by declining balance, low product usage, and young flight risk.",SMS,0.5769387330971167,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
715318008,0.04087211020040338,low_risk,at_risk_mid_tier,declining_balance,Gender_issue,tenure_aging_risk,"Risk driven by declining balance, Gender issue, and tenure aging risk.",SMS,0.5831324840583223,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
713962233,0.08974490813824056,low_risk,at_risk_mid_tier,active_but_leaving,low_product_usage,tenure_aging_risk,"Risk driven by active but leaving, low product usage, and tenure aging risk.",SMS,0.5957362556597049,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
785432733,0.6021592014208442,high_risk,dormant_low_value,high_balance_risk,active_but_leaving,high_product_risk,"Risk driven by high balance risk, active but leaving, and high product risk.",SMS,0.6767769543036211,PRODUCT_TUTORIAL,6,Product tutorial + digital engagement prompt,push_notification
715190283,0.18139122991478834,low_risk,at_risk_mid_tier,active_but_leaving,high_balance_risk,balance_per_product_issue,"Risk driven by active but leaving, high balance risk, and balance per product issue.",SMS,0.5870415879798108,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
708300483,0.3673818513966265,medium_risk,at_risk_mid_tier,active_but_leaving,high_balance_risk,low_product_usage,"Risk driven by active but leaving, high balance risk, and low product usage.",SMS,0.5598939768143371,EMAIL_NUDGE,8,General medium risk nudge,SMS
827111283,0.6196183935563478,high_risk,at_risk_mid_tier,high_balance_risk,high_product_risk,active_but_leaving,"Risk driven by high balance risk, high product risk, and active but leaving.",SMS,0.6769214655011457,PRODUCT_TUTORIAL,6,Product tutorial + digital engagement prompt,push_notification
758551608,0.003625691189581589,low_risk,at_risk_mid_tier,low_account_activity,declining_balance,low_product_usage,"Risk driven by low account activity, declining balance, and low product usage.",SMS,0.7502420968100094,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
773146383,0.2678326378223003,low_risk,at_risk_mid_tier,high_balance_risk,balance_per_product_issue,Gender_issue,"Risk driven by high balance risk, balance per product issue, and Gender issue.",SMS,0.797518143162677,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
778493808,0.24503267878846524,low_risk,dormant_low_value,high_balance_risk,balance_per_product_issue,low_product_usage,"Risk driven by high balance risk, balance per product issue, and low product usage.",SMS,0.6803965272817006,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
720572508,0.08128749682769068,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,high_product_risk,"Risk driven by declining balance, active but leaving, and high product risk.",SMS,0.7719264843844497,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
712661433,0.30886579601001246,medium_risk,dormant_low_value,high_balance_risk,balance_per_product_issue,active_but_leaving,"Risk driven by high balance risk, balance per product issue, and active but leaving.",SMS,0.6803965272817006,EMAIL_NUDGE,8,Low-cost reactivation email nudge,email
789172683,0.008097758092119902,low_risk,at_risk_mid_tier,declining_balance,balance_per_product_issue,low_product_usage,"Risk driven by declining balance, balance per product issue, and low product usage.",SMS,0.5982206066325595,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
738406533,0.03716056466035589,low_risk,at_risk_mid_tier,declining_balance,tenure_aging_risk,balance_per_product_issue,"Risk driven by declining balance, tenure aging risk, and balance per product issue.",SMS,0.6299899258588489,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
799723908,0.043666241758292985,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,low_product_usage,"Risk driven by declining balance, active but leaving, and low product usage.",SMS,0.830967675540338,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
771490833,0.0038857607015562283,low_risk,at_risk_mid_tier,low_account_activity,declining_balance,low_product_usage,"Risk driven by low account activity, declining balance, and low product usage.",SMS,0.7284274277841146,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
720756708,0.050298885931037624,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,low_product_usage,"Risk driven by declining balance, active but leaving, and low product usage.",SMS,0.7284274277841146,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
779471883,0.4644782753927347,medium_risk,at_risk_mid_tier,high_product_risk,active_but_leaving,tenure_aging_risk,"Risk driven by high product risk, active but leaving, and tenure aging risk.",SMS,0.44952820481692823,EMAIL_NUDGE,8,General medium risk nudge,SMS
711525033,0.21868721468628227,low_risk,at_risk_mid_tier,active_but_leaving,declining_balance,balance_per_product_issue,"Risk driven by active but leaving, declining balance, and balance per product issue.",SMS,0.6785467705353116,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
712813458,0.2240312016607083,low_risk,at_risk_mid_tier,high_balance_risk,Gender_issue,low_product_usage,"Risk driven by high balance risk, Gender issue, and low product usage.",SMS,0.8356779120590693,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
714374133,0.7562179951731425,critical_risk,dormant_low_value,high_balance_risk,high_product_risk,active_but_leaving,"Risk driven by high balance risk, high product risk, and active but leaving.",SMS,0.4977692209997834,RM_CALLBACK,1,Critical risk catch-all escalation,SMS
717891558,0.03487012808039092,low_risk,at_risk_mid_tier,active_but_leaving,declining_balance,low_product_usage,"Risk driven by active but leaving, declining balance, and low product usage.",SMS,0.8349873385424089,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
716632758,0.08937309162865975,low_risk,at_risk_mid_tier,declining_balance,high_product_risk,active_but_leaving,"Risk driven by declining balance, high product risk, and active but leaving.",SMS,0.8349873385424089,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
768563658,0.015470518583045713,low_risk,at_risk_mid_tier,declining_balance,low_product_usage,Gender_issue,"Risk driven by declining balance, low product usage, and Gender issue.",SMS,0.6142845540131044,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
711427458,0.010215586022152048,low_risk,at_risk_mid_tier,low_account_activity,low_product_usage,declining_balance,"Risk driven by low account activity, low product usage, and declining balance.",SMS,0.7694687036091257,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
714091983,0.04529329693694838,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,low_product_usage,"Risk driven by declining balance, active but leaving, and low product usage.",SMS,0.8187350136777211,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
787584108,0.016202811493882672,low_risk,at_risk_mid_tier,declining_balance,low_product_usage,Gender_issue,"Risk driven by declining balance, low product usage, and Gender issue.",SMS,0.5957362556597049,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
712030833,0.7097463704472865,high_risk,dormant_low_value,high_balance_risk,active_but_leaving,high_product_risk,"Risk driven by high balance risk, active but leaving, and high product risk.",SMS,0.6810348904957604,PRODUCT_TUTORIAL,6,Product tutorial + digital engagement prompt,push_notification
711481533,0.03055835958659847,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,low_product_usage,"Risk driven by declining balance, active but leaving, and low product usage.",SMS,0.7970734138881685,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
710082708,0.22317831154044976,low_risk,at_risk_mid_tier,active_but_leaving,declining_balance,high_product_risk,"Risk driven by active but leaving, declining balance, and high product risk.",SMS,0.8207160600874401,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
708155733,0.013553251907731573,low_risk,at_risk_mid_tier,declining_balance,low_product_usage,Gender_issue,"Risk driven by declining balance, low product usage, and Gender issue.",SMS,0.7185762159621383,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
788979258,0.0023394070212011007,low_risk,at_risk_mid_tier,low_account_activity,declining_balance,balance_per_product_issue,"Risk driven by low account activity, declining balance, and balance per product issue.",SMS,0.7216400248918902,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
807986133,0.02673298793676829,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,low_product_usage,"Risk driven by declining balance, active but leaving, and low product usage.",SMS,0.6220696249059207,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
788730933,0.09439217465833556,low_risk,at_risk_mid_tier,active_but_leaving,declining_balance,tenure_aging_risk,"Risk driven by active but leaving, declining balance, and tenure aging risk.",SMS,0.8178515102941947,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
711314058,0.12960658969779784,low_risk,at_risk_mid_tier,high_product_risk,active_but_leaving,young_flight_risk,"Risk driven by high product risk, active but leaving, and young flight risk.",SMS,0.7868708607676709,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
717975333,0.016232743087238346,low_risk,at_risk_mid_tier,declining_balance,low_product_usage,Gender_issue,"Risk driven by declining balance, low product usage, and Gender issue.",SMS,0.7739194516214066,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
715971108,0.029154912883180166,low_risk,at_risk_mid_tier,declining_balance,young_flight_risk,low_account_activity,"Risk driven by declining balance, young flight risk, and low account activity.",SMS,0.7436294083245962,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
720096558,0.08940555810973655,low_risk,at_risk_mid_tier,active_but_leaving,declining_balance,low_product_usage,"Risk driven by active but leaving, declining balance, and low product usage.",SMS,0.5473567302517516,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
719580033,0.023720641039757764,low_risk,at_risk_mid_tier,declining_balance,low_product_usage,active_but_leaving,"Risk driven by declining balance, low product usage, and active but leaving.",SMS,0.633613390693466,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
820582308,0.029212390568165148,low_risk,at_risk_mid_tier,declining_balance,low_product_usage,active_but_leaving,"Risk driven by declining balance, low product usage, and active but leaving.",SMS,0.815516288339457,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
789973308,0.09638765781396633,low_risk,at_risk_mid_tier,active_but_leaving,declining_balance,balance_per_product_issue,"Risk driven by active but leaving, declining balance, and balance per product issue.",SMS,0.8210702356324587,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
712876233,0.03179330291468217,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,low_product_usage,"Risk driven by declining balance, active but leaving, and low product usage.",SMS,0.7185762159621383,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
804595158,0.4529095116488525,medium_risk,at_risk_mid_tier,high_balance_risk,active_but_leaving,tenure_aging_risk,"Risk driven by high balance risk, active but leaving, and tenure aging risk.",SMS,0.8214066336041007,EMAIL_NUDGE,8,General medium risk nudge,SMS
714826758,0.018702095461814536,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,young_flight_risk,"Risk driven by declining balance, active but leaving, and young flight risk.",SMS,0.7910093901266163,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
779058108,0.0018563304492099325,low_risk,at_risk_mid_tier,low_account_activity,declining_balance,low_product_usage,"Risk driven by low account activity, declining balance, and low product usage.",SMS,0.8348240604795456,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
710790258,0.027145377259874696,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,low_product_usage,"Risk driven by declining balance, active but leaving, and low product usage.",SMS,0.8461321545105323,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
715623483,0.03212212608650341,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,low_product_usage,"Risk driven by declining balance, active but leaving, and low product usage.",SMS,0.8430865604414833,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
715156383,0.02876305446128326,low_risk,at_risk_mid_tier,declining_balance,tenure_aging_risk,active_but_leaving,"Risk driven by declining balance, tenure aging risk, and active but leaving.",SMS,0.8178515102941947,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
711013983,0.814992346637546,critical_risk,dormant_low_value,high_balance_risk,high_product_risk,active_but_leaving,"Risk driven by high balance risk, high product risk, and active but leaving.",SMS,0.4737605888138283,RM_CALLBACK,1,Critical risk catch-all escalation,SMS
755420433,0.14383455110655902,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,high_product_risk,"Risk driven by declining balance, active but leaving, and high product risk.",SMS,0.5907018613016447,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
794543958,0.031504235979779374,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,low_product_usage,"Risk driven by declining balance, active but leaving, and low product usage.",SMS,0.6883165235761405,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
716396358,0.025563661726153757,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,low_product_usage,"Risk driven by declining balance, active but leaving, and low product usage.",SMS,0.7504168112168214,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
715398033,0.023969120809600942,low_risk,at_risk_mid_tier,declining_balance,low_product_usage,active_but_leaving,"Risk driven by declining balance, low product usage, and active but leaving.",SMS,0.7445760518000835,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
711743883,0.3425046832776833,medium_risk,dormant_low_value,high_balance_risk,active_but_leaving,low_product_usage,"Risk driven by high balance risk, active but leaving, and low product usage.",SMS,0.6753060717806032,EMAIL_NUDGE,8,Low-cost reactivation email nudge,email
719720058,0.07263990503216267,low_risk,at_risk_mid_tier,active_but_leaving,low_product_usage,Gender_issue,"Risk driven by active but leaving, low product usage, and Gender issue.",SMS,0.6728662233954046,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
778992108,0.3926955177904734,medium_risk,dormant_low_value,high_balance_risk,active_but_leaving,low_product_usage,"Risk driven by high balance risk, active but leaving, and low product usage.",SMS,0.5097523340612742,EMAIL_NUDGE,8,Low-cost reactivation email nudge,email
717539808,0.27833213567923815,low_risk,dormant_low_value,high_balance_risk,young_flight_risk,balance_per_product_issue,"Risk driven by high balance risk, young flight risk, and balance per product issue.",SMS,0.5537242898844439,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
714070758,0.03041676226065618,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,low_product_usage,"Risk driven by declining balance, active but leaving, and low product usage.",SMS,0.8348240604795456,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
714107958,0.32426013014875793,medium_risk,dormant_low_value,high_balance_risk,active_but_leaving,low_product_usage,"Risk driven by high balance risk, active but leaving, and low product usage.",SMS,0.6769214655011457,EMAIL_NUDGE,8,Low-cost reactivation email nudge,email
789140283,0.0409456448975,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,low_product_usage,"Risk driven by declining balance, active but leaving, and low product usage.",SMS,0.7445760518000835,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
715550508,0.006959321210639098,low_risk,at_risk_mid_tier,low_account_activity,balance_per_product_issue,low_product_usage,"Risk driven by low account activity, balance per product issue, and low product usage.",SMS,0.8208089755494633,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
719712633,0.17306953960394383,low_risk,at_risk_mid_tier,active_but_leaving,low_product_usage,high_balance_risk,"Risk driven by active but leaving, low product usage, and high balance risk.",SMS,0.5777960672603106,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
772629333,0.020403295376935353,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,low_product_usage,"Risk driven by declining balance, active but leaving, and low product usage.",SMS,0.7690441768237037,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
720336708,0.02969198345143363,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,low_product_usage,"Risk driven by declining balance, active but leaving, and low product usage.",SMS,0.7185762159621383,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
802013583,0.1040876817162402,low_risk,at_risk_mid_tier,active_but_leaving,balance_per_product_issue,declining_balance,"Risk driven by active but leaving, balance per product issue, and declining balance.",SMS,0.6281571308751129,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
711887583,0.1706097388938341,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,high_product_risk,"Risk driven by declining balance, active but leaving, and high product risk.",SMS,0.8430865604414833,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
714778833,0.051153224487700565,low_risk,at_risk_mid_tier,active_but_leaving,declining_balance,low_product_usage,"Risk driven by active but leaving, declining balance, and low product usage.",SMS,0.8348240604795456,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
713843283,0.051404690841184854,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,tenure_aging_risk,"Risk driven by declining balance, active but leaving, and tenure aging risk.",SMS,0.810090586744749,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
779155158,0.013662039462165742,low_risk,at_risk_mid_tier,declining_balance,low_product_usage,Gender_issue,"Risk driven by declining balance, low product usage, and Gender issue.",SMS,0.7185762159621383,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
721091583,0.1386677283798099,low_risk,at_risk_mid_tier,active_but_leaving,declining_balance,balance_per_product_issue,"Risk driven by active but leaving, declining balance, and balance per product issue.",SMS,0.8210702356324587,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
713572683,0.4666904047591973,medium_risk,dormant_low_value,high_balance_risk,active_but_leaving,balance_per_product_issue,"Risk driven by high balance risk, active but leaving, and balance per product issue.",SMS,0.6728662233954046,EMAIL_NUDGE,8,Low-cost reactivation email nudge,email
716657058,0.2933811972765366,low_risk,at_risk_mid_tier,high_product_risk,active_but_leaving,balance_per_product_issue,"Risk driven by high product risk, active but leaving, and balance per product issue.",SMS,0.7710794813240013,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
779509983,0.021685349457728445,low_risk,at_risk_mid_tier,low_account_activity,low_product_usage,balance_per_product_issue,"Risk driven by low account activity, low product usage, and balance per product issue.",SMS,0.6883165235761405,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
717929133,0.15368588082325116,low_risk,at_risk_mid_tier,high_balance_risk,active_but_leaving,tenure_aging_risk,"Risk driven by high balance risk, active but leaving, and tenure aging risk.",SMS,0.8214066336041007,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
808284783,0.4999214019568912,medium_risk,dormant_low_value,active_but_leaving,high_balance_risk,low_product_usage,"Risk driven by active but leaving, high balance risk, and low product usage.",SMS,0.49967914084867204,EMAIL_NUDGE,8,Low-cost reactivation email nudge,email
708476808,0.04054389250306183,low_risk,at_risk_mid_tier,active_but_leaving,declining_balance,low_product_usage,"Risk driven by active but leaving, declining balance, and low product usage.",SMS,0.6210096190920834,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
710916408,0.026432321144573615,low_risk,at_risk_mid_tier,declining_balance,active_but_leaving,low_product_usage,"Risk driven by declining balance, active but leaving, and low product usage.",SMS,0.6220696249059207,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
708492558,0.08759352840167739,low_risk,at_risk_mid_tier,active_but_leaving,low_product_usage,Gender_issue,"Risk driven by active but leaving, low product usage, and Gender issue.",SMS,0.6767769543036211,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
799825758,0.002462285956894178,low_risk,at_risk_mid_tier,low_account_activity,declining_balance,low_product_usage,"Risk driven by low account activity, declining balance, and low product usage.",SMS,0.815516288339457,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
718619883,0.12409468280504397,low_risk,at_risk_mid_tier,high_product_risk,low_account_activity,tenure_aging_risk,"Risk driven by high product risk, low account activity, and tenure aging risk.",SMS,0.44952820481692823,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
711844758,0.0029930085045735124,low_risk,at_risk_mid_tier,low_account_activity,declining_balance,low_product_usage,"Risk driven by low account activity, declining balance, and low product usage.",SMS,0.8297071220626622,MONITOR_ONLY,9,Monitor only — newsletter / educational content,email
